ruleLabel,rule,trial,primaryClass,tags,steps,gridSize,initialDensity,wrap,finalLive,finalDensity,finalActivity,avgLastDensity,avgLastActivity,finalBoundingBoxArea,avgLastArea,densityTrend,areaTrend,repeatPeriod,centerShift
"Sample 24","B13678/S03458","2","Disordered","","500","100","0.240","true","5509","0.550900","0.359200","0.555753","0.365417","10000","1.000000","0.000045","0.000000","0","0.000376"
"Sample 24","B13678/S03458","3","Disordered","","500","100","0.240","true","5603","0.560300","0.363000","0.555991","0.365288","10000","1.000000","0.000511","0.000000","0","0.000300"
"Sample 24","B13678/S03458","4","Disordered","","500","100","0.240","true","5637","0.563700","0.356900","0.556098","0.365718","10000","1.000000","0.000678","0.000000","0","0.000731"
"Sample 24","B13678/S03458","5","Disordered","","500","100","0.240","true","5702","0.570200","0.359400","0.556403","0.365256","10000","1.000000","0.001420","0.000000","0","0.000386"
"Sample 24","B13678/S03458","6","Disordered","","500","100","0.240","true","5389","0.538900","0.366900","0.556131","0.365416","10000","1.000000","0.000642","0.000000","0","0.000117"
"Sample 24","B13678/S03458","7","Disordered","","500","100","0.240","true","5546","0.554600","0.363000","0.555921","0.364300","10000","1.000000","0.000568","0.000000","0","0.000626"
"Sample 24","B13678/S03458","8","Disordered","","500","100","0.240","true","5518","0.551800","0.370900","0.556550","0.364991","10000","1.000000","0.001878","0.000000","0","0.000321"
"Sample 24","B13678/S03458","9","Disordered","","500","100","0.240","true","5451","0.545100","0.361600","0.556676","0.366619","10000","1.000000","0.002171","0.000000","0","0.000814"
"Sample 24","B13678/S03458","10","Disordered","","500","100","0.240","true","5557","0.555700","0.361000","0.556016","0.365473","10000","1.000000","0.000857","0.000000","0","0.000788"
"Sample 25","B234/S2345","1","Periodic","","500","100","0.240","true","5759","0.575900","0.022000","0.576192","0.021268","10000","1.000000","0.005746","0.000000","24","0.000652"
"Sample 25","B234/S2345","2","Periodic","","500","100","0.240","true","5786","0.578600","0.021700","0.576325","0.021900","10000","1.000000","0.005884","0.000000","4","0.000254"
"Sample 25","B234/S2345","3","Periodic","","500","100","0.240","true","5705","0.570500","0.023300","0.573032","0.023433","10000","1.000000","0.004861","0.000000","24","0.000317"
"Sample 25","B234/S2345","4","Periodic","","500","100","0.240","true","5740","0.574000","0.029400","0.574723","0.030713","10000","1.000000","0.005733","0.000000","24","0.000247"
"Sample 25","B234/S2345","5","Periodic","","500","100","0.240","true","5728","0.572800","0.024700","0.573470","0.024485","10000","1.000000","0.005288","0.000000","24","0.000146"
"Sample 25","B234/S2345","6","Periodic","","500","100","0.240","true","5755","0.575500","0.024900","0.574994","0.025576","10000","1.000000","0.005671","0.000000","60","0.000246"
"Sample 25","B234/S2345","7","Periodic","","500","100","0.240","true","5737","0.573700","0.023400","0.574815","0.022405","10000","1.000000","0.005148","0.000000","24","0.000552"
"Sample 25","B234/S2345","8","Periodic","","500","100","0.240","true","5780","0.578000","0.024000","0.576764","0.024770","10000","1.000000","0.005601","0.000000","120","0.000128"
"Sample 25","B234/S2345","9","Periodic","","500","100","0.240","true","5768","0.576800","0.019600","0.575075","0.019700","10000","1.000000","0.005675","0.000000","8","0.000201"
"Sample 25","B234/S2345","10","Periodic","","500","100","0.240","true","5753","0.575300","0.021400","0.576067","0.021668","10000","1.000000","0.006144","0.000000","24","0.000114"
"Sample 26","B24/S3456","1","Periodic","","500","100","0.240","true","6633","0.663300","0.002400","0.663480","0.002435","10000","1.000000","0.007189","0.000000","12","0.000155"
"Sample 26","B24/S3456","2","Periodic","","500","100","0.240","true","6654","0.665400","0.001700","0.665645","0.002096","10000","1.000000","0.006580","0.000000","6","0.000056"
"Sample 26","B24/S3456","3","Periodic","","500","100","0.240","true","6625","0.662500","0.001800","0.662600","0.001800","10000","1.000000","0.007023","0.000000","6","0.000127"
"Sample 26","B24/S3456","4","Periodic","","500","100","0.240","true","6618","0.661800","0.001400","0.662165","0.001765","10000","1.000000","0.006689","0.000000","12","0.000255"
"Sample 26","B24/S3456","5","Periodic","","500","100","0.240","true","6664","0.666400","0.001200","0.666667","0.001662","10000","1.000000","0.007478","0.000000","6","0.000221"
"Sample 26","B24/S3456","6","Periodic","","500","100","0.240","true","6624","0.662400","0.001100","0.662665","0.001265","10000","1.000000","0.007019","0.000000","6","0.000264"
"Sample 26","B24/S3456","7","Periodic","","500","100","0.240","true","6640","0.664000","0.000700","0.664529","0.001129","10000","1.000000","0.006948","0.000000","6","0.000170"
"Sample 26","B24/S3456","8","Periodic","","500","100","0.240","true","6665","0.666500","0.002000","0.666099","0.001899","10000","1.000000","0.006980","0.000000","12","0.000274"
"Sample 26","B24/S3456","9","Periodic","","500","100","0.240","true","6651","0.665100","0.000900","0.665115","0.000966","10000","1.000000","0.006931","0.000000","6","0.000108"
"Sample 26","B24/S3456","10","Periodic","","500","100","0.240","true","6624","0.662400","0.002800","0.662285","0.002635","10000","1.000000","0.007002","0.000000","6","0.000108"
"Sample 27","B01457/S0236","1","Disordered","","500","100","0.240","true","4916","0.491600","0.539200","0.493644","0.542997","10000","1.000000","-0.000037","0.000000","0","0.000092"
"Sample 27","B01457/S0236","2","Disordered","","500","100","0.240","true","4827","0.482700","0.553500","0.493584","0.542645","10000","1.000000","-0.000622","0.000000","0","0.000411"
"Sample 27","B01457/S0236","3","Disordered","","500","100","0.240","true","4953","0.495300","0.540600","0.493886","0.543163","10000","1.000000","-0.000617","0.000000","0","0.000332"
"Sample 27","B01457/S0236","4","Disordered","","500","100","0.240","true","4965","0.496500","0.541000","0.494249","0.543155","10000","1.000000","0.000646","0.000000","0","0.000562"
"Sample 27","B01457/S0236","5","Disordered","","500","100","0.240","true","4947","0.494700","0.550000","0.493822","0.542804","10000","1.000000","0.000107","0.000000","0","0.000599"
"Sample 27","B01457/S0236","6","Disordered","","500","100","0.240","true","4917","0.491700","0.540600","0.494028","0.542089","10000","1.000000","-0.000340","0.000000","0","0.000370"
"Sample 27","B01457/S0236","7","Disordered","","500","100","0.240","true","4973","0.497300","0.536400","0.494663","0.543528","10000","1.000000","0.000784","0.000000","0","0.000625"
"Sample 27","B01457/S0236","8","Disordered","","500","100","0.240","true","4861","0.486100","0.548900","0.493204","0.542253","10000","1.000000","-0.001087","0.000000","0","0.000292"
"Sample 27","B01457/S0236","9","Disordered","","500","100","0.240","true","4923","0.492300","0.539600","0.494418","0.543075","10000","1.000000","-0.001125","0.000000","0","0.000170"
"Sample 27","B01457/S0236","10","Disordered","","500","100","0.240","true","4900","0.490000","0.545300","0.494368","0.543576","10000","1.000000","0.000208","0.000000","0","0.000498"
"Sample 28","B134568/S12568","1","Expanding","","500","100","0.240","true","6779","0.677900","0.539000","0.673700","0.524064","10000","1.000000","0.001135","0.000000","0","0.000264"
"Sample 28","B134568/S12568","2","Expanding","","500","100","0.240","true","6685","0.668500","0.533800","0.674686","0.523777","10000","1.000000","0.001998","0.000000","0","0.000408"
"Sample 28","B134568/S12568","3","Expanding","","500","100","0.240","true","6741","0.674100","0.528400","0.673256","0.526055","10000","1.000000","0.000475","0.000000","0","0.000323"
"Sample 28","B134568/S12568","4","Expanding","","500","100","0.240","true","6758","0.675800","0.524200","0.672693","0.526871","10000","1.000000","-0.000139","0.000000","0","0.000199"
"Sample 28","B134568/S12568","5","Expanding","","500","100","0.240","true","6761","0.676100","0.520900","0.674629","0.522759","10000","1.000000","0.002152","0.000000","0","0.000152"
"Sample 28","B134568/S12568","6","Expanding","","500","100","0.240","true","6678","0.667800","0.524200","0.674151","0.523777","10000","1.000000","0.002207","0.000000","0","0.000462"
"Sample 28","B134568/S12568","7","Expanding","","500","100","0.240","true","6731","0.673100","0.522200","0.673135","0.526773","10000","1.000000","0.000877","0.000000","0","0.000273"
"Sample 28","B134568/S12568","8","Expanding","","500","100","0.240","true","6796","0.679600","0.522900","0.674113","0.523939","10000","1.000000","0.001428","0.000000","0","0.000417"
"Sample 28","B134568/S12568","9","Expanding","","500","100","0.240","true","6705","0.670500","0.524500","0.672656","0.527578","10000","1.000000","0.000755","0.000000","0","0.000356"
"Sample 28","B134568/S12568","10","Expanding","","500","100","0.240","true","6763","0.676300","0.527600","0.673601","0.524671","10000","1.000000","0.001244","0.000000","0","0.000374"
"Sample 29","B0568/S134","1","Structured Dynamic","","500","100","0.240","true","2879","0.287900","0.038300","0.285046","0.035751","10000","1.000000","0.002216","0.000000","0","0.004806"
"Sample 29","B0568/S134","2","Structured Dynamic","","500","100","0.240","true","2809","0.280900","0.060100","0.286142","0.061913","10000","1.000000","0.006170","0.000000","0","0.001483"
"Sample 29","B0568/S134","3","Structured Dynamic","","500","100","0.240","true","2787","0.278700","0.046400","0.279173","0.053945","10000","1.000000","-0.001579","0.000000","0","0.002293"
"Sample 29","B0568/S134","4","Structured Dynamic","","500","100","0.240","true","2823","0.282300","0.045100","0.280484","0.046927","10000","1.000000","-0.001334","0.000000","0","0.001302"
"Sample 29","B0568/S134","5","Structured Dynamic","","500","100","0.240","true","2816","0.281600","0.058900","0.278661","0.066980","10000","1.000000","-0.002882","0.000000","0","0.002442"
"Sample 29","B0568/S134","6","Structured Dynamic","","500","100","0.240","true","2866","0.286600","0.042800","0.284828","0.042672","10000","1.000000","0.003986","0.000000","0","0.004547"
"Sample 29","B0568/S134","7","Structured Dynamic","","500","100","0.240","true","2846","0.284600","0.038400","0.283081","0.041719","10000","1.000000","0.002591","0.000000","0","0.000846"
"Sample 29","B0568/S134","8","Structured Dynamic","","500","100","0.240","true","2787","0.278700","0.060600","0.280402","0.057300","10000","1.000000","-0.000754","0.000000","0","0.004655"
"Sample 29","B0568/S134","9","Structured Dynamic","","500","100","0.240","true","2744","0.274400","0.059400","0.280086","0.066426","10000","1.000000","-0.000107","0.000000","0","0.005465"
"Sample 29","B0568/S134","10","Structured Dynamic","","500","100","0.240","true","2807","0.280700","0.057000","0.283597","0.056050","10000","1.000000","0.004181","0.000000","0","0.001300"
"Sample 30","B6/S013678","1","Frozen","","500","100","0.240","true","1251","0.125100","0.000000","0.125100","0.000000","10000","1.000000","-0.000207","0.000000","1","0.000030"
"Sample 30","B6/S013678","2","Frozen","","500","100","0.240","true","1238","0.123800","0.000000","0.123800","0.000000","10000","1.000000","-0.000227","0.000000","1","0.000063"
"Sample 30","B6/S013678","3","Frozen","","500","100","0.240","true","1236","0.123600","0.000000","0.123600","0.000000","10000","1.000000","-0.000246","0.000000","1","0.000052"
"Sample 30","B6/S013678","4","Frozen","","500","100","0.240","true","1249","0.124900","0.000000","0.124900","0.000000","10000","1.000000","-0.000165","0.000000","1","0.000083"
"Sample 30","B6/S013678","5","Frozen","","500","100","0.240","true","1243","0.124300","0.000000","0.124300","0.000000","10000","1.000000","-0.000229","0.000000","1","0.000067"
"Sample 30","B6/S013678","6","Frozen","","500","100","0.240","true","1220","0.122000","0.000000","0.122000","0.000000","10000","1.000000","-0.000251","0.000000","1","0.000122"
"Sample 30","B6/S013678","7","Frozen","","500","100","0.240","true","1207","0.120700","0.000000","0.120700","0.000000","10000","1.000000","-0.000246","0.000000","1","0.000048"
"Sample 30","B6/S013678","8","Frozen","","500","100","0.240","true","1222","0.122200","0.000000","0.122200","0.000000","10000","1.000000","-0.000232","0.000000","1","0.000039"
"Sample 30","B6/S013678","9","Frozen","","500","100","0.240","true","1249","0.124900","0.000000","0.124900","0.000000","10000","1.000000","-0.000192","0.000000","1","0.000057"
"Sample 30","B6/S013678","10","Frozen","","500","100","0.240","true","1191","0.119100","0.000000","0.119100","0.000000","10000","1.000000","-0.000195","0.000000","1","0.000038"
"Sample 31","B0167/S012","1","Disordered","","500","100","0.240","true","3258","0.325800","0.527800","0.366513","0.524484","10000","1.000000","0.000258","0.000000","0","0.000326"
"Sample 31","B0167/S012","2","Periodic","","500","100","0.240","true","3225","0.322500","0.437400","0.355158","0.436912","10000","1.000000","-0.002811","0.000000","240","0.001357"
"Sample 31","B0167/S012","3","Periodic","","500","100","0.240","true","3404","0.340400","0.450000","0.355783","0.449845","10000","1.000000","-0.002240","0.000000","240","0.002977"
"Sample 31","B0167/S012","4","Disordered","","500","100","0.240","true","3445","0.344500","0.505500","0.361750","0.505807","10000","1.000000","-0.002467","0.000000","0","0.001728"
"Sample 31","B0167/S012","5","Disordered","","500","100","0.240","true","3525","0.352500","0.553700","0.368284","0.549697","10000","1.000000","-0.000050","0.000000","0","0.001913"
"Sample 31","B0167/S012","6","Disordered","","500","100","0.240","true","3243","0.324300","0.424500","0.353248","0.424826","10000","1.000000","-0.005864","0.000000","0","0.001325"
"Sample 31","B0167/S012","7","Disordered","","500","100","0.240","true","3270","0.327000","0.463100","0.356514","0.461468","10000","1.000000","-0.004735","0.000000","0","0.001117"
"Sample 31","B0167/S012","8","Disordered","","500","100","0.240","true","3255","0.325500","0.486700","0.359956","0.485413","10000","1.000000","-0.000868","0.000000","0","0.000950"
"Sample 31","B0167/S012","9","Disordered","","500","100","0.240","true","3314","0.331400","0.506100","0.362426","0.503392","10000","1.000000","0.000143","0.000000","0","0.002185"
"Sample 31","B0167/S012","10","Disordered","","500","100","0.240","true","3328","0.332800","0.499000","0.360831","0.497637","10000","1.000000","-0.001807","0.000000","0","0.001341"
"Sample 32","B123567/S012357","1","Disordered","","500","100","0.240","true","6222","0.622200","0.575700","0.620167","0.580134","10000","1.000000","-0.000390","0.000000","0","0.000220"
"Sample 32","B123567/S012357","2","Disordered","","500","100","0.240","true","6161","0.616100","0.580400","0.620156","0.579079","10000","1.000000","-0.000862","0.000000","0","0.000159"
"Sample 32","B123567/S012357","3","Disordered","","500","100","0.240","true","6254","0.625400","0.577100","0.619724","0.579346","10000","1.000000","-0.001040","0.000000","0","0.000472"
"Sample 32","B123567/S012357","4","Disordered","","500","100","0.240","true","6171","0.617100","0.593700","0.620415","0.579526","10000","1.000000","-0.001057","0.000000","0","0.000286"
"Sample 32","B123567/S012357","5","Disordered","","500","100","0.240","true","6247","0.624700","0.573100","0.620210","0.580370","10000","1.000000","-0.000024","0.000000","0","0.000162"
"Sample 32","B123567/S012357","6","Disordered","","500","100","0.240","true","6195","0.619500","0.577700","0.620117","0.580332","10000","1.000000","-0.000475","0.000000","0","0.000368"
"Sample 32","B123567/S012357","7","Disordered","","500","100","0.240","true","6280","0.628000","0.571600","0.620649","0.579253","10000","1.000000","-0.000456","0.000000","0","0.000436"
"Sample 32","B123567/S012357","8","Disordered","","500","100","0.240","true","6161","0.616100","0.583600","0.620339","0.579240","10000","1.000000","-0.001122","0.000000","0","0.000174"
"Sample 32","B123567/S012357","9","Disordered","","500","100","0.240","true","6270","0.627000","0.573000","0.621563","0.578947","10000","1.000000","0.000605","0.000000","0","0.000229"
"Sample 32","B123567/S012357","10","Disordered","","500","100","0.240","true","6180","0.618000","0.586900","0.620661","0.580504","10000","1.000000","-0.000013","0.000000","0","0.000365"
"Sample 33","B03/S3456","1","Periodic","","500","100","0.240","true","6320","0.632000","0.002700","0.632150","0.002800","10000","1.000000","0.010390","0.000000","4","0.000074"
"Sample 33","B03/S3456","2","Periodic","","500","100","0.240","true","6334","0.633400","0.003200","0.633300","0.003200","10000","1.000000","0.010226","0.000000","2","0.000193"
"Sample 33","B03/S3456","3","Periodic","","500","100","0.240","true","6323","0.632300","0.003700","0.632250","0.003400","10000","1.000000","0.010592","0.000000","4","0.000186"
"Sample 33","B03/S3456","4","Periodic","","500","100","0.240","true","6331","0.633100","0.004700","0.633050","0.004800","10000","1.000000","0.010439","0.000000","4","0.000112"
"Sample 33","B03/S3456","5","Periodic","","500","100","0.240","true","6319","0.631900","0.004500","0.631850","0.004500","10000","1.000000","0.010877","0.000000","2","0.000314"
"Sample 33","B03/S3456","6","Periodic","","500","100","0.240","true","6333","0.633300","0.003600","0.633300","0.003600","10000","1.000000","0.011513","0.000000","2","0.000656"
"Sample 33","B03/S3456","7","Periodic","","500","100","0.240","true","6328","0.632800","0.003700","0.632850","0.003600","10000","1.000000","0.010507","0.000000","4","0.000559"
"Sample 33","B03/S3456","8","Periodic","","500","100","0.240","true","6329","0.632900","0.003400","0.632800","0.003400","10000","1.000000","0.010595","0.000000","4","0.000264"
"Sample 33","B03/S3456","9","Periodic","","500","100","0.240","true","6308","0.630800","0.003800","0.630800","0.003800","10000","1.000000","0.010707","0.000000","4","0.000094"
"Sample 33","B03/S3456","10","Periodic","","500","100","0.240","true","6309","0.630900","0.002700","0.631050","0.002800","10000","1.000000","0.010376","0.000000","4","0.000169"
"Sample 34","B1367/S026","1","Disordered","","500","100","0.240","true","3764","0.376400","0.546800","0.376886","0.544162","10000","1.000000","-0.000485","0.000000","0","0.001118"
"Sample 34","B1367/S026","2","Disordered","","500","100","0.240","true","3802","0.380200","0.544100","0.376992","0.543702","10000","1.000000","-0.000415","0.000000","0","0.000195"
"Sample 34","B1367/S026","3","Disordered","","500","100","0.240","true","3732","0.373200","0.554300","0.377182","0.544052","10000","1.000000","-0.000468","0.000000","0","0.000622"
"Sample 34","B1367/S026","4","Disordered","","500","100","0.240","true","3822","0.382200","0.541500","0.377005","0.543937","10000","1.000000","-0.000405","0.000000","0","0.000228"
"Sample 34","B1367/S026","5","Disordered","","500","100","0.240","true","3858","0.385800","0.536300","0.376557","0.543377","10000","1.000000","-0.001025","0.000000","0","0.000335"
"Sample 34","B1367/S026","6","Disordered","","500","100","0.240","true","3656","0.365600","0.540000","0.376265","0.543188","10000","1.000000","-0.000848","0.000000","0","0.000272"
"Sample 34","B1367/S026","7","Disordered","","500","100","0.240","true","3820","0.382000","0.547100","0.376976","0.544343","10000","1.000000","0.000010","0.000000","0","0.000374"
"Sample 34","B1367/S026","8","Disordered","","500","100","0.240","true","3789","0.378900","0.548800","0.377157","0.544491","10000","1.000000","-0.000709","0.000000","0","0.000799"
"Sample 34","B1367/S026","9","Disordered","","500","100","0.240","true","3735","0.373500","0.542200","0.376495","0.544411","10000","1.000000","-0.001490","0.000000","0","0.000978"
"Sample 34","B1367/S026","10","Disordered","","500","100","0.240","true","3592","0.359200","0.551100","0.376755","0.544027","10000","1.000000","-0.000900","0.000000","0","0.000297"
"Sample 35","B1478/S1247","1","Disordered","","500","100","0.240","true","4000","0.400000","0.395100","0.413162","0.388826","10000","1.000000","-0.000199","0.000000","0","0.000317"
"Sample 35","B1478/S1247","2","Disordered","","500","100","0.240","true","4080","0.408000","0.386000","0.413398","0.389189","10000","1.000000","-0.000782","0.000000","0","0.000840"
"Sample 35","B1478/S1247","3","Disordered","","500","100","0.240","true","4165","0.416500","0.387900","0.413611","0.389180","10000","1.000000","-0.000102","0.000000","0","0.000880"
"Sample 35","B1478/S1247","4","Disordered","","500","100","0.240","true","4127","0.412700","0.382000","0.412841","0.388459","10000","1.000000","-0.000929","0.000000","0","0.001004"
"Sample 35","B1478/S1247","5","Disordered","","500","100","0.240","true","4194","0.419400","0.385000","0.412848","0.387937","10000","1.000000","-0.000861","0.000000","0","0.000854"
"Sample 35","B1478/S1247","6","Disordered","","500","100","0.240","true","4160","0.416000","0.388400","0.413403","0.389646","10000","1.000000","-0.000728","0.000000","0","0.000172"
"Sample 35","B1478/S1247","7","Disordered","","500","100","0.240","true","4040","0.404000","0.392200","0.414164","0.389417","10000","1.000000","0.000210","0.000000","0","0.000547"
"Sample 35","B1478/S1247","8","Disordered","","500","100","0.240","true","4133","0.413300","0.379000","0.413922","0.390039","10000","1.000000","0.000281","0.000000","0","0.000534"
"Sample 35","B1478/S1247","9","Disordered","","500","100","0.240","true","4131","0.413100","0.381700","0.412887","0.388354","10000","1.000000","-0.000635","0.000000","0","0.000461"
"Sample 35","B1478/S1247","10","Disordered","","500","100","0.240","true","4094","0.409400","0.390300","0.412605","0.387985","10000","1.000000","-0.001421","0.000000","0","0.000586"
"Sample 36","B123457/S01468","1","Disordered","","500","100","0.240","true","5956","0.595600","0.640200","0.597722","0.637969","10000","1.000000","-0.001864","0.000000","0","0.000387"
"Sample 36","B123457/S01468","2","Disordered","","500","100","0.240","true","5839","0.583900","0.623000","0.597660","0.637376","10000","1.000000","-0.002071","0.000000","0","0.000600"
"Sample 36","B123457/S01468","3","Disordered","","500","100","0.240","true","5952","0.595200","0.637100","0.597453","0.639123","10000","1.000000","-0.001549","0.000000","0","0.000377"
"Sample 36","B123457/S01468","4","Disordered","","500","100","0.240","true","6021","0.602100","0.631500","0.597992","0.637826","10000","1.000000","-0.001733","0.000000","0","0.000096"
"Sample 36","B123457/S01468","5","Disordered","","500","100","0.240","true","6044","0.604400","0.638500","0.597865","0.638454","10000","1.000000","-0.000961","0.000000","0","0.000254"
"Sample 36","B123457/S01468","6","Disordered","","500","100","0.240","true","5887","0.588700","0.633800","0.597316","0.638117","10000","1.000000","-0.001641","0.000000","0","0.000241"
"Sample 36","B123457/S01468","7","Disordered","","500","100","0.240","true","5856","0.585600","0.642700","0.597864","0.637989","10000","1.000000","-0.001146","0.000000","0","0.000150"
"Sample 36","B123457/S01468","8","Disordered","","500","100","0.240","true","5977","0.597700","0.634700","0.597506","0.639314","10000","1.000000","-0.001912","0.000000","0","0.000198"
"Sample 36","B123457/S01468","9","Disordered","","500","100","0.240","true","6011","0.601100","0.638500","0.597661","0.638167","10000","1.000000","-0.001837","0.000000","0","0.000277"
"Sample 36","B123457/S01468","10","Disordered","","500","100","0.240","true","5965","0.596500","0.638100","0.597212","0.638767","10000","1.000000","-0.002047","0.000000","0","0.000150"
"Sample 37","B25/S012678","1","Disordered","","500","100","0.240","true","3651","0.365100","0.415500","0.363467","0.427974","10000","1.000000","-0.000676","0.000000","0","0.000560"
"Sample 37","B25/S012678","2","Disordered","","500","100","0.240","true","3642","0.364200","0.420200","0.363068","0.427356","10000","1.000000","-0.001276","0.000000","0","0.000313"
"Sample 37","B25/S012678","3","Disordered","","500","100","0.240","true","3588","0.358800","0.424600","0.363691","0.427776","10000","1.000000","-0.001139","0.000000","0","0.000340"
"Sample 37","B25/S012678","4","Disordered","","500","100","0.240","true","3615","0.361500","0.433100","0.363549","0.427669","10000","1.000000","-0.000631","0.000000","0","0.001441"
"Sample 37","B25/S012678","5","Disordered","","500","100","0.240","true","3676","0.367600","0.427200","0.364571","0.427216","10000","1.000000","0.000423","0.000000","0","0.000686"
"Sample 37","B25/S012678","6","Disordered","","500","100","0.240","true","3688","0.368800","0.428600","0.363927","0.427920","10000","1.000000","-0.001018","0.000000","0","0.000420"
"Sample 37","B25/S012678","7","Disordered","","500","100","0.240","true","3578","0.357800","0.427500","0.364752","0.428887","10000","1.000000","0.001207","0.000000","0","0.000922"
"Sample 37","B25/S012678","8","Disordered","","500","100","0.240","true","3715","0.371500","0.417800","0.363388","0.427199","10000","1.000000","-0.000614","0.000000","0","0.000246"
"Sample 37","B25/S012678","9","Disordered","","500","100","0.240","true","3614","0.361400","0.444800","0.364108","0.427897","10000","1.000000","-0.000939","0.000000","0","0.000312"
"Sample 37","B25/S012678","10","Disordered","","500","100","0.240","true","3578","0.357800","0.431200","0.364303","0.427675","10000","1.000000","-0.000152","0.000000","0","0.000843"
"Sample 38","B267/S026","1","Structured Dynamic","","500","100","0.240","true","2925","0.292500","0.416600","0.305060","0.408072","10000","1.000000","0.000235","0.000000","0","0.001336"
"Sample 38","B267/S026","2","Structured Dynamic","","500","100","0.240","true","3039","0.303900","0.414300","0.304441","0.406041","10000","1.000000","0.000375","0.000000","0","0.000569"
"Sample 38","B267/S026","3","Structured Dynamic","","500","100","0.240","true","3032","0.303200","0.415100","0.303701","0.406027","10000","1.000000","-0.000286","0.000000","0","0.000657"
"Sample 38","B267/S026","4","Structured Dynamic","","500","100","0.240","true","3041","0.304100","0.399400","0.304335","0.406861","10000","1.000000","-0.000367","0.000000","0","0.000934"
"Sample 38","B267/S026","5","Structured Dynamic","","500","100","0.240","true","3058","0.305800","0.411000","0.304637","0.407542","10000","1.000000","-0.000222","0.000000","0","0.000771"
"Sample 38","B267/S026","6","Structured Dynamic","","500","100","0.240","true","3025","0.302500","0.394400","0.303894","0.405339","10000","1.000000","-0.001120","0.000000","0","0.000529"
"Sample 38","B267/S026","7","Structured Dynamic","","500","100","0.240","true","3096","0.309600","0.406600","0.303912","0.404899","10000","1.000000","-0.000320","0.000000","0","0.000756"
"Sample 38","B267/S026","8","Structured Dynamic","","500","100","0.240","true","3082","0.308200","0.399700","0.304859","0.406547","10000","1.000000","0.000523","0.000000","0","0.000682"
"Sample 38","B267/S026","9","Structured Dynamic","","500","100","0.240","true","2980","0.298000","0.409700","0.305009","0.407189","10000","1.000000","0.000386","0.000000","0","0.001772"
"Sample 38","B267/S026","10","Structured Dynamic","","500","100","0.240","true","3125","0.312500","0.413900","0.303723","0.407167","10000","1.000000","-0.000669","0.000000","0","0.000765"
"Sample 39","B01236/S1347","1","Disordered","","500","100","0.240","true","5260","0.526000","0.494900","0.517240","0.503614","10000","1.000000","-0.001872","0.000000","0","0.000380"
"Sample 39","B01236/S1347","2","Disordered","","500","100","0.240","true","5366","0.536600","0.497000","0.516858","0.503118","10000","1.000000","-0.002189","0.000000","0","0.000482"
"Sample 39","B01236/S1347","3","Disordered","","500","100","0.240","true","5156","0.515600","0.503700","0.517415","0.503941","10000","1.000000","-0.002075","0.000000","0","0.000127"
"Sample 39","B01236/S1347","4","Disordered","","500","100","0.240","true","5172","0.517200","0.502500","0.516859","0.503211","10000","1.000000","-0.002272","0.000000","0","0.000745"
"Sample 39","B01236/S1347","5","Disordered","","500","100","0.240","true","5215","0.521500","0.503100","0.516924","0.501421","10000","1.000000","-0.002684","0.000000","0","0.000370"
"Sample 39","B01236/S1347","6","Disordered","","500","100","0.240","true","5238","0.523800","0.501900","0.517039","0.503633","10000","1.000000","-0.001661","0.000000","0","0.000331"
"Sample 39","B01236/S1347","7","Disordered","","500","100","0.240","true","5157","0.515700","0.504000","0.516951","0.501955","10000","1.000000","-0.002279","0.000000","0","0.000272"
"Sample 39","B01236/S1347","8","Disordered","","500","100","0.240","true","4973","0.497300","0.501100","0.516160","0.500562","10000","1.000000","-0.002623","0.000000","0","0.000335"
"Sample 39","B01236/S1347","9","Disordered","","500","100","0.240","true","5077","0.507700","0.503400","0.516738","0.501809","10000","1.000000","-0.002616","0.000000","0","0.000408"
"Sample 39","B01236/S1347","10","Disordered","","500","100","0.240","true","5227","0.522700","0.515900","0.516385","0.502037","10000","1.000000","-0.003217","0.000000","0","0.000042"
"Sample 40","B034568/S012368","1","Disordered","","500","100","0.240","true","6008","0.600800","0.686500","0.599506","0.689678","10000","1.000000","0.000492","0.000000","0","0.000069"
"Sample 40","B034568/S012368","2","Disordered","","500","100","0.240","true","6008","0.600800","0.684500","0.599795","0.688866","10000","1.000000","0.000835","0.000000","0","0.000245"
"Sample 40","B034568/S012368","3","Disordered","","500","100","0.240","true","6047","0.604700","0.687400","0.599647","0.689967","10000","1.000000","0.000735","0.000000","0","0.000269"
"Sample 40","B034568/S012368","4","Disordered","","500","100","0.240","true","6074","0.607400","0.690800","0.599663","0.691170","10000","1.000000","0.000673","0.000000","0","0.000257"
"Sample 40","B034568/S012368","5","Disordered","","500","100","0.240","true","5907","0.590700","0.693100","0.599484","0.690267","10000","1.000000","-0.000097","0.000000","0","0.000051"
"Sample 40","B034568/S012368","6","Disordered","","500","100","0.240","true","6054","0.605400","0.680500","0.600061","0.689739","10000","1.000000","0.001436","0.000000","0","0.000178"
"Sample 40","B034568/S012368","7","Disordered","","500","100","0.240","true","6084","0.608400","0.692000","0.599882","0.689212","10000","1.000000","0.001139","0.000000","0","0.000074"
"Sample 40","B034568/S012368","8","Disordered","","500","100","0.240","true","6028","0.602800","0.682100","0.599355","0.689364","10000","1.000000","-0.000294","0.000000","0","0.000316"
"Sample 40","B034568/S012368","9","Disordered","","500","100","0.240","true","5971","0.597100","0.695500","0.599810","0.689646","10000","1.000000","0.000641","0.000000","0","0.000400"
