ruleLabel,rule,trial,primaryClass,tags,steps,gridSize,initialDensity,wrap,finalLive,finalDensity,finalActivity,avgLastDensity,avgLastActivity,finalBoundingBoxArea,avgLastArea,densityTrend,areaTrend,repeatPeriod,centerShift
"Sample 74","B047/S02378","2","Structured Dynamic","","500","100","0.240","true","3056","0.305600","0.267700","0.296436","0.253278","10000","1.000000","-0.001585","0.000000","0","0.003115"
"Sample 74","B047/S02378","3","Structured Dynamic","","500","100","0.240","true","2978","0.297800","0.255100","0.295902","0.252479","10000","1.000000","-0.002608","0.000000","0","0.000222"
"Sample 74","B047/S02378","4","Structured Dynamic","","500","100","0.240","true","2904","0.290400","0.258600","0.298379","0.254918","10000","1.000000","-0.000530","0.000000","0","0.002458"
"Sample 74","B047/S02378","5","Structured Dynamic","","500","100","0.240","true","3001","0.300100","0.265800","0.297438","0.255030","10000","1.000000","0.001254","0.000000","0","0.000911"
"Sample 74","B047/S02378","6","Structured Dynamic","","500","100","0.240","true","2973","0.297300","0.250300","0.295564","0.252147","10000","1.000000","-0.001558","0.000000","0","0.000424"
"Sample 74","B047/S02378","7","Structured Dynamic","","500","100","0.240","true","3008","0.300800","0.251400","0.297412","0.254245","10000","1.000000","0.000106","0.000000","0","0.004719"
"Sample 74","B047/S02378","8","Structured Dynamic","","500","100","0.240","true","3004","0.300400","0.255700","0.296400","0.252380","10000","1.000000","-0.000836","0.000000","0","0.001344"
"Sample 74","B047/S02378","9","Structured Dynamic","","500","100","0.240","true","2920","0.292000","0.246000","0.295942","0.251409","10000","1.000000","-0.000685","0.000000","0","0.000184"
"Sample 74","B047/S02378","10","Structured Dynamic","","500","100","0.240","true","2906","0.290600","0.252900","0.295771","0.252839","10000","1.000000","-0.000961","0.000000","0","0.003127"
"Sample 75","B2457/S1235678","1","Frozen","","500","100","0.240","true","9477","0.947700","0.000000","0.947700","0.000000","10000","1.000000","0.010792","0.000000","1","0.000033"
"Sample 75","B2457/S1235678","2","Periodic","","500","100","0.240","true","9427","0.942700","0.000800","0.942700","0.000800","10000","1.000000","0.010720","0.000000","2","0.000058"
"Sample 75","B2457/S1235678","3","Frozen","","500","100","0.240","true","9507","0.950700","0.000000","0.950700","0.000000","10000","1.000000","0.011468","0.000000","1","0.000267"
"Sample 75","B2457/S1235678","4","Frozen","","500","100","0.240","true","9436","0.943600","0.000000","0.943600","0.000000","10000","1.000000","0.010496","0.000000","1","0.000126"
"Sample 75","B2457/S1235678","5","Frozen","","500","100","0.240","true","9428","0.942800","0.000000","0.942800","0.000000","10000","1.000000","0.010977","0.000000","1","0.000237"
"Sample 75","B2457/S1235678","6","Frozen","","500","100","0.240","true","9449","0.944900","0.000000","0.944900","0.000000","10000","1.000000","0.010553","0.000000","1","0.000052"
"Sample 75","B2457/S1235678","7","Frozen","","500","100","0.240","true","9491","0.949100","0.000000","0.949100","0.000000","10000","1.000000","0.010740","0.000000","1","0.000153"
"Sample 75","B2457/S1235678","8","Frozen","","500","100","0.240","true","9454","0.945400","0.000000","0.945400","0.000000","10000","1.000000","0.009990","0.000000","1","0.000066"
"Sample 75","B2457/S1235678","9","Frozen","","500","100","0.240","true","9439","0.943900","0.000000","0.943900","0.000000","10000","1.000000","0.011332","0.000000","1","0.000183"
"Sample 75","B2457/S1235678","10","Frozen","","500","100","0.240","true","9465","0.946500","0.000000","0.946500","0.000000","10000","1.000000","0.011293","0.000000","1","0.000226"
"Sample 76","B01346/S013568","1","Disordered","","500","100","0.240","true","6171","0.617100","0.426400","0.611423","0.437227","10000","1.000000","-0.000820","0.000000","0","0.000893"
"Sample 76","B01346/S013568","2","Disordered","","500","100","0.240","true","6208","0.620800","0.440100","0.611809","0.436914","10000","1.000000","-0.000456","0.000000","0","0.000634"
"Sample 76","B01346/S013568","3","Disordered","","500","100","0.240","true","6164","0.616400","0.441300","0.612129","0.436111","10000","1.000000","-0.000214","0.000000","0","0.000556"
"Sample 76","B01346/S013568","4","Disordered","","500","100","0.240","true","6025","0.602500","0.434900","0.611505","0.437005","10000","1.000000","-0.000027","0.000000","0","0.000142"
"Sample 76","B01346/S013568","5","Disordered","","500","100","0.240","true","6226","0.622600","0.437000","0.611278","0.436663","10000","1.000000","-0.001632","0.000000","0","0.000191"
"Sample 76","B01346/S013568","6","Disordered","","500","100","0.240","true","6089","0.608900","0.439300","0.611763","0.436289","10000","1.000000","0.000372","0.000000","0","0.000770"
"Sample 76","B01346/S013568","7","Disordered","","500","100","0.240","true","6142","0.614200","0.438400","0.611314","0.437136","10000","1.000000","-0.000464","0.000000","0","0.000495"
"Sample 76","B01346/S013568","8","Disordered","","500","100","0.240","true","6140","0.614000","0.439700","0.611626","0.437691","10000","1.000000","0.000116","0.000000","0","0.000161"
"Sample 76","B01346/S013568","9","Disordered","","500","100","0.240","true","6053","0.605300","0.441900","0.610996","0.437085","10000","1.000000","-0.000728","0.000000","0","0.000731"
"Sample 76","B01346/S013568","10","Disordered","","500","100","0.240","true","6078","0.607800","0.444600","0.611773","0.437173","10000","1.000000","-0.000288","0.000000","0","0.000285"
"Sample 77","B0347/S2567","1","Disordered","","500","100","0.240","true","5405","0.540500","0.453000","0.541608","0.454056","10000","1.000000","0.007384","0.000000","0","0.001281"
"Sample 77","B0347/S2567","2","Disordered","","500","100","0.240","true","5433","0.543300","0.438300","0.541274","0.453969","10000","1.000000","0.005978","0.000000","0","0.001890"
"Sample 77","B0347/S2567","3","Disordered","","500","100","0.240","true","5504","0.550400","0.455000","0.536264","0.460320","10000","1.000000","0.000187","0.000000","0","0.001789"
"Sample 77","B0347/S2567","4","Disordered","","500","100","0.240","true","5304","0.530400","0.459200","0.537782","0.458813","10000","1.000000","0.002717","0.000000","0","0.001043"
"Sample 77","B0347/S2567","5","Disordered","","500","100","0.240","true","5402","0.540200","0.446300","0.537920","0.457709","10000","1.000000","0.005831","0.000000","0","0.001410"
"Sample 77","B0347/S2567","6","Disordered","","500","100","0.240","true","5548","0.554800","0.443900","0.542669","0.452473","10000","1.000000","0.012515","0.000000","0","0.000753"
"Sample 77","B0347/S2567","7","Disordered","","500","100","0.240","true","5436","0.543600","0.459000","0.536659","0.459191","10000","1.000000","0.005122","0.000000","0","0.001781"
"Sample 77","B0347/S2567","8","Disordered","","500","100","0.240","true","5492","0.549200","0.464700","0.540599","0.455192","10000","1.000000","0.008923","0.000000","0","0.001262"
"Sample 77","B0347/S2567","9","Disordered","","500","100","0.240","true","5277","0.527700","0.477100","0.538887","0.457182","10000","1.000000","0.005848","0.000000","0","0.003496"
"Sample 77","B0347/S2567","10","Disordered","","500","100","0.240","true","5399","0.539900","0.450400","0.537645","0.457786","10000","1.000000","0.003568","0.000000","0","0.001650"
"Sample 78","B134/S123578","1","Disordered","","500","100","0.240","true","5553","0.555300","0.425900","0.544359","0.430024","10000","1.000000","-0.000634","0.000000","0","0.000333"
"Sample 78","B134/S123578","2","Disordered","","500","100","0.240","true","5308","0.530800","0.426800","0.543823","0.431052","10000","1.000000","-0.001256","0.000000","0","0.000568"
"Sample 78","B134/S123578","3","Disordered","","500","100","0.240","true","5500","0.550000","0.436200","0.544466","0.430402","10000","1.000000","-0.000320","0.000000","0","0.000322"
"Sample 78","B134/S123578","4","Disordered","","500","100","0.240","true","5518","0.551800","0.432700","0.544454","0.430716","10000","1.000000","-0.000136","0.000000","0","0.000678"
"Sample 78","B134/S123578","5","Disordered","","500","100","0.240","true","5517","0.551700","0.430700","0.544510","0.431356","10000","1.000000","-0.000676","0.000000","0","0.000330"
"Sample 78","B134/S123578","6","Disordered","","500","100","0.240","true","5378","0.537800","0.430300","0.543992","0.429496","10000","1.000000","-0.001222","0.000000","0","0.000363"
"Sample 78","B134/S123578","7","Disordered","","500","100","0.240","true","5457","0.545700","0.429900","0.543988","0.431102","10000","1.000000","-0.001390","0.000000","0","0.000253"
"Sample 78","B134/S123578","8","Disordered","","500","100","0.240","true","5328","0.532800","0.420100","0.544398","0.430916","10000","1.000000","-0.000104","0.000000","0","0.000427"
"Sample 78","B134/S123578","9","Disordered","","500","100","0.240","true","5466","0.546600","0.426100","0.543870","0.431707","10000","1.000000","-0.001570","0.000000","0","0.000336"
"Sample 78","B134/S123578","10","Disordered","","500","100","0.240","true","5417","0.541700","0.423900","0.543969","0.430894","10000","1.000000","-0.001116","0.000000","0","0.000338"
"Sample 79","B0234678/S12567","1","Expanding","","500","100","0.240","true","7110","0.711000","0.440400","0.711843","0.437450","10000","1.000000","0.000239","0.000000","0","0.000246"
"Sample 79","B0234678/S12567","2","Expanding","","500","100","0.240","true","7192","0.719200","0.425100","0.712418","0.437775","10000","1.000000","0.000181","0.000000","0","0.000288"
"Sample 79","B0234678/S12567","3","Expanding","","500","100","0.240","true","7094","0.709400","0.437900","0.713216","0.436153","10000","1.000000","0.001410","0.000000","0","0.000216"
"Sample 79","B0234678/S12567","4","Expanding","","500","100","0.240","true","7055","0.705500","0.442000","0.712594","0.437193","10000","1.000000","0.000217","0.000000","0","0.000415"
"Sample 79","B0234678/S12567","5","Expanding","","500","100","0.240","true","7114","0.711400","0.439600","0.712369","0.437224","10000","1.000000","0.000529","0.000000","0","0.000425"
"Sample 79","B0234678/S12567","6","Expanding","","500","100","0.240","true","7182","0.718200","0.428300","0.712275","0.437246","10000","1.000000","0.000478","0.000000","0","0.000120"
"Sample 79","B0234678/S12567","7","Expanding","","500","100","0.240","true","7070","0.707000","0.439400","0.711907","0.437465","10000","1.000000","-0.001097","0.000000","0","0.000291"
"Sample 79","B0234678/S12567","8","Expanding","","500","100","0.240","true","7075","0.707500","0.439000","0.712534","0.437112","10000","1.000000","0.000996","0.000000","0","0.000287"
"Sample 79","B0234678/S12567","9","Expanding","","500","100","0.240","true","7037","0.703700","0.445700","0.712059","0.437923","10000","1.000000","-0.000442","0.000000","0","0.000224"
"Sample 79","B0234678/S12567","10","Expanding","","500","100","0.240","true","7117","0.711700","0.435500","0.712137","0.436308","10000","1.000000","0.001238","0.000000","0","0.000529"
"Sample 80","B2568/S0156","1","Structured Dynamic","","500","100","0.240","true","3362","0.336200","0.469700","0.339677","0.472447","10000","1.000000","-0.000752","0.000000","0","0.001044"
"Sample 80","B2568/S0156","2","Structured Dynamic","","500","100","0.240","true","3456","0.345600","0.476700","0.340084","0.472726","10000","1.000000","0.000623","0.000000","0","0.000265"
"Sample 80","B2568/S0156","3","Structured Dynamic","","500","100","0.240","true","3368","0.336800","0.477200","0.341207","0.473603","10000","1.000000","0.000431","0.000000","0","0.000349"
"Sample 80","B2568/S0156","4","Structured Dynamic","","500","100","0.240","true","3382","0.338200","0.477400","0.339495","0.472162","10000","1.000000","-0.000296","0.000000","0","0.000247"
"Sample 80","B2568/S0156","5","Structured Dynamic","","500","100","0.240","true","3450","0.345000","0.469700","0.340474","0.471984","10000","1.000000","0.000891","0.000000","0","0.001639"
"Sample 80","B2568/S0156","6","Structured Dynamic","","500","100","0.240","true","3420","0.342000","0.467900","0.340655","0.473737","10000","1.000000","-0.000812","0.000000","0","0.001211"
"Sample 80","B2568/S0156","7","Structured Dynamic","","500","100","0.240","true","3353","0.335300","0.458300","0.339485","0.472035","10000","1.000000","-0.000975","0.000000","0","0.000432"
"Sample 80","B2568/S0156","8","Structured Dynamic","","500","100","0.240","true","3385","0.338500","0.463800","0.340106","0.471863","10000","1.000000","-0.000687","0.000000","0","0.000830"
"Sample 80","B2568/S0156","9","Structured Dynamic","","500","100","0.240","true","3428","0.342800","0.461700","0.340331","0.472547","10000","1.000000","-0.000358","0.000000","0","0.000720"
"Sample 80","B2568/S0156","10","Structured Dynamic","","500","100","0.240","true","3402","0.340200","0.470900","0.340300","0.472976","10000","1.000000","-0.000042","0.000000","0","0.000185"
"Sample 81","B17/S2348","1","Disordered","","500","100","0.240","true","4254","0.425400","0.023900","0.424579","0.022721","10000","1.000000","0.004074","0.000000","0","0.000182"
"Sample 81","B17/S2348","2","Periodic","","500","100","0.240","true","4235","0.423500","0.020100","0.423713","0.019614","10000","1.000000","0.004332","0.000000","60","0.000489"
"Sample 81","B17/S2348","3","Periodic","","500","100","0.240","true","4279","0.427900","0.021600","0.428750","0.020924","10000","1.000000","0.004377","0.000000","60","0.000197"
"Sample 81","B17/S2348","4","Periodic","","500","100","0.240","true","4241","0.424100","0.022200","0.425042","0.022646","10000","1.000000","0.004155","0.000000","420","0.000087"
"Sample 81","B17/S2348","5","Disordered","","500","100","0.240","true","4267","0.426700","0.021100","0.426571","0.021507","10000","1.000000","0.004403","0.000000","0","0.000595"
"Sample 81","B17/S2348","6","Periodic","","500","100","0.240","true","4263","0.426300","0.020700","0.426742","0.020026","10000","1.000000","0.004328","0.000000","60","0.000075"
"Sample 81","B17/S2348","7","Periodic","","500","100","0.240","true","4265","0.426500","0.021400","0.426763","0.021318","10000","1.000000","0.003978","0.000000","60","0.000268"
"Sample 81","B17/S2348","8","Periodic","","500","100","0.240","true","4242","0.424200","0.022100","0.425432","0.021822","10000","1.000000","0.003686","0.000000","60","0.000437"
"Sample 81","B17/S2348","9","Periodic","","500","100","0.240","true","4255","0.425500","0.021400","0.425939","0.021596","10000","1.000000","0.004034","0.000000","60","0.000073"
"Sample 81","B17/S2348","10","Periodic","","500","100","0.240","true","4311","0.431100","0.019500","0.429848","0.019095","10000","1.000000","0.004236","0.000000","180","0.000161"
"Sample 82","B012/S02457","1","Disordered","","500","100","0.240","true","4291","0.429100","0.375200","0.426435","0.359616","10000","1.000000","-0.002244","0.000000","0","0.000589"
"Sample 82","B012/S02457","2","Disordered","","500","100","0.240","true","4477","0.447700","0.381000","0.426504","0.358803","10000","1.000000","-0.001821","0.000000","0","0.000220"
"Sample 82","B012/S02457","3","Disordered","","500","100","0.240","true","4244","0.424400","0.349600","0.427010","0.358541","10000","1.000000","-0.001182","0.000000","0","0.000977"
"Sample 82","B012/S02457","4","Disordered","","500","100","0.240","true","4285","0.428500","0.361300","0.426642","0.359387","10000","1.000000","-0.001974","0.000000","0","0.000185"
"Sample 82","B012/S02457","5","Disordered","","500","100","0.240","true","4422","0.442200","0.372200","0.426880","0.360425","10000","1.000000","-0.002036","0.000000","0","0.000085"
"Sample 82","B012/S02457","6","Disordered","","500","100","0.240","true","4253","0.425300","0.363600","0.426552","0.359194","10000","1.000000","-0.001710","0.000000","0","0.000909"
"Sample 82","B012/S02457","7","Disordered","","500","100","0.240","true","4278","0.427800","0.363300","0.426576","0.359392","10000","1.000000","-0.002404","0.000000","0","0.000208"
"Sample 82","B012/S02457","8","Disordered","","500","100","0.240","true","4303","0.430300","0.357000","0.426645","0.359181","10000","1.000000","-0.002598","0.000000","0","0.000308"
"Sample 82","B012/S02457","9","Disordered","","500","100","0.240","true","4188","0.418800","0.353600","0.426998","0.358280","10000","1.000000","-0.002230","0.000000","0","0.000521"
"Sample 82","B012/S02457","10","Disordered","","500","100","0.240","true","4201","0.420100","0.351900","0.426820","0.359031","10000","1.000000","-0.001408","0.000000","0","0.000453"
"Sample 83","B0123468/S145","1","Periodic","","500","100","0.240","true","302","0.030200","0.992700","0.500750","0.994150","9900","0.995000","-0.000922","-0.001000","4","0.003298"
"Sample 83","B0123468/S145","2","Periodic","","500","100","0.240","true","328","0.032800","0.993300","0.500750","0.994700","10000","1.000000","-0.000825","0.000000","4","0.006422"
"Sample 83","B0123468/S145","3","Periodic","","500","100","0.240","true","309","0.030900","0.994300","0.500650","0.995500","10000","1.000000","-0.000840","0.000000","4","0.001159"
"Sample 83","B0123468/S145","4","Periodic","","500","100","0.240","true","354","0.035400","0.993300","0.500750","0.995100","10000","1.000000","-0.000916","0.000000","4","0.005167"
"Sample 83","B0123468/S145","5","Periodic","","500","100","0.240","true","324","0.032400","0.996800","0.500500","0.997250","10000","1.000000","-0.000977","0.000000","4","0.005298"
"Sample 83","B0123468/S145","6","Periodic","","500","100","0.240","true","323","0.032300","0.993400","0.500800","0.994650","10000","1.000000","-0.000893","0.000000","4","0.004786"
"Sample 83","B0123468/S145","7","Periodic","","500","100","0.240","true","312","0.031200","0.993900","0.500650","0.995100","9800","0.990000","-0.001207","-0.001700","4","0.028445"
"Sample 83","B0123468/S145","8","Periodic","","500","100","0.240","true","352","0.035200","0.990800","0.501000","0.993100","10000","1.000000","-0.001220","0.000000","4","0.002938"
"Sample 83","B0123468/S145","9","Periodic","","500","100","0.240","true","295","0.029500","0.995300","0.500550","0.996300","10000","1.000000","-0.000697","0.000000","4","0.003764"
"Sample 83","B0123468/S145","10","Periodic","","500","100","0.240","true","309","0.030900","0.994400","0.500600","0.995400","10000","1.000000","-0.000770","0.000000","4","0.004847"
"Sample 84","B012357/S023467","1","Disordered","","500","100","0.240","true","6266","0.626600","0.394600","0.632243","0.390826","10000","1.000000","-0.001754","0.000000","0","0.000489"
"Sample 84","B012357/S023467","2","Disordered","","500","100","0.240","true","6338","0.633800","0.401200","0.632651","0.390581","10000","1.000000","-0.001587","0.000000","0","0.000525"
"Sample 84","B012357/S023467","3","Disordered","","500","100","0.240","true","6376","0.637600","0.383200","0.632714","0.390745","10000","1.000000","-0.001821","0.000000","0","0.000102"
"Sample 84","B012357/S023467","4","Disordered","","500","100","0.240","true","6326","0.632600","0.391200","0.632801","0.390702","10000","1.000000","-0.001278","0.000000","0","0.000489"
"Sample 84","B012357/S023467","5","Disordered","","500","100","0.240","true","6343","0.634300","0.395000","0.632238","0.390554","10000","1.000000","-0.002193","0.000000","0","0.000327"
"Sample 84","B012357/S023467","6","Disordered","","500","100","0.240","true","6391","0.639100","0.393700","0.631950","0.391512","10000","1.000000","-0.001832","0.000000","0","0.000206"
"Sample 84","B012357/S023467","7","Disordered","","500","100","0.240","true","6428","0.642800","0.395600","0.633428","0.390048","10000","1.000000","-0.001693","0.000000","0","0.000282"
"Sample 84","B012357/S023467","8","Disordered","","500","100","0.240","true","6302","0.630200","0.388400","0.633651","0.390756","10000","1.000000","-0.001189","0.000000","0","0.000340"
"Sample 84","B012357/S023467","9","Disordered","","500","100","0.240","true","6380","0.638000","0.385700","0.632319","0.390560","10000","1.000000","-0.002757","0.000000","0","0.000092"
"Sample 84","B012357/S023467","10","Disordered","","500","100","0.240","true","6378","0.637800","0.387000","0.632562","0.390314","10000","1.000000","-0.001271","0.000000","0","0.000305"
"Sample 85","B01248/S0358","1","Disordered","","500","100","0.240","true","4533","0.453300","0.530700","0.461260","0.533309","10000","1.000000","-0.002435","0.000000","0","0.000134"
"Sample 85","B01248/S0358","2","Disordered","","500","100","0.240","true","4707","0.470700","0.529500","0.461563","0.533557","10000","1.000000","-0.001645","0.000000","0","0.000361"
"Sample 85","B01248/S0358","3","Disordered","","500","100","0.240","true","4519","0.451900","0.527800","0.461341","0.533443","10000","1.000000","-0.002611","0.000000","0","0.000449"
"Sample 85","B01248/S0358","4","Disordered","","500","100","0.240","true","4557","0.455700","0.528000","0.461465","0.533862","10000","1.000000","-0.002291","0.000000","0","0.000321"
"Sample 85","B01248/S0358","5","Disordered","","500","100","0.240","true","4486","0.448600","0.528800","0.461196","0.532879","10000","1.000000","-0.002419","0.000000","0","0.000192"
"Sample 85","B01248/S0358","6","Disordered","","500","100","0.240","true","4633","0.463300","0.527400","0.461587","0.533057","10000","1.000000","-0.001952","0.000000","0","0.000276"
"Sample 85","B01248/S0358","7","Disordered","","500","100","0.240","true","4675","0.467500","0.546500","0.461432","0.535100","10000","1.000000","-0.001927","0.000000","0","0.000377"
"Sample 85","B01248/S0358","8","Disordered","","500","100","0.240","true","4576","0.457600","0.522800","0.461778","0.533986","10000","1.000000","-0.002234","0.000000","0","0.000563"
"Sample 85","B01248/S0358","9","Disordered","","500","100","0.240","true","4622","0.462200","0.529700","0.461705","0.533338","10000","1.000000","-0.002088","0.000000","0","0.000595"
"Sample 85","B01248/S0358","10","Disordered","","500","100","0.240","true","4605","0.460500","0.528900","0.461315","0.532939","10000","1.000000","-0.002565","0.000000","0","0.000360"
"Sample 86","B568/S016","1","Frozen","","500","100","0.240","true","1060","0.106000","0.000000","0.106000","0.000000","10000","1.000000","-0.000103","0.000000","1","0.000089"
"Sample 86","B568/S016","2","Frozen","","500","100","0.240","true","1055","0.105500","0.000000","0.105500","0.000000","10000","1.000000","-0.000078","0.000000","1","0.000007"
"Sample 86","B568/S016","3","Frozen","","500","100","0.240","true","1037","0.103700","0.000000","0.103700","0.000000","10000","1.000000","-0.000080","0.000000","1","0.000064"
"Sample 86","B568/S016","4","Frozen","","500","100","0.240","true","1107","0.110700","0.000000","0.110700","0.000000","10000","1.000000","-0.000055","0.000000","1","0.000028"
"Sample 86","B568/S016","5","Frozen","","500","100","0.240","true","1064","0.106400","0.000000","0.106400","0.000000","10000","1.000000","-0.000049","0.000000","1","0.000015"
"Sample 86","B568/S016","6","Frozen","","500","100","0.240","true","1026","0.102600","0.000000","0.102600","0.000000","10000","1.000000","-0.000079","0.000000","1","0.000120"
"Sample 86","B568/S016","7","Frozen","","500","100","0.240","true","1046","0.104600","0.000000","0.104600","0.000000","10000","1.000000","-0.000069","0.000000","1","0.000037"
"Sample 86","B568/S016","8","Frozen","","500","100","0.240","true","1003","0.100300","0.000000","0.100300","0.000000","10000","1.000000","-0.000072","0.000000","1","0.000028"
"Sample 86","B568/S016","9","Frozen","","500","100","0.240","true","1031","0.103100","0.000000","0.103100","0.000000","10000","1.000000","-0.000075","0.000000","1","0.000044"
"Sample 86","B568/S016","10","Frozen","","500","100","0.240","true","1040","0.104000","0.000000","0.104000","0.000000","10000","1.000000","-0.000084","0.000000","1","0.000069"
"Sample 87","B012456/S0137","1","Disordered","","500","100","0.240","true","5083","0.508300","0.725900","0.505200","0.724884","10000","1.000000","-0.001973","0.000000","0","0.000380"
"Sample 87","B012456/S0137","2","Disordered","","500","100","0.240","true","5001","0.500100","0.732200","0.505338","0.724348","10000","1.000000","-0.002261","0.000000","0","0.000332"
"Sample 87","B012456/S0137","3","Disordered","","500","100","0.240","true","5137","0.513700","0.719200","0.505624","0.725618","10000","1.000000","-0.001318","0.000000","0","0.000171"
"Sample 87","B012456/S0137","4","Disordered","","500","100","0.240","true","5071","0.507100","0.715300","0.505576","0.725156","10000","1.000000","-0.001952","0.000000","0","0.000329"
"Sample 87","B012456/S0137","5","Disordered","","500","100","0.240","true","5057","0.505700","0.725400","0.505467","0.725182","10000","1.000000","-0.002242","0.000000","0","0.000293"
"Sample 87","B012456/S0137","6","Disordered","","500","100","0.240","true","5072","0.507200","0.720200","0.505487","0.725419","10000","1.000000","-0.001866","0.000000","0","0.000685"
"Sample 87","B012456/S0137","7","Disordered","","500","100","0.240","true","5029","0.502900","0.726900","0.505759","0.724460","10000","1.000000","-0.001508","0.000000","0","0.000095"
"Sample 87","B012456/S0137","8","Disordered","","500","100","0.240","true","5060","0.506000","0.722200","0.505727","0.725020","10000","1.000000","-0.001408","0.000000","0","0.000488"
"Sample 87","B012456/S0137","9","Disordered","","500","100","0.240","true","5159","0.515900","0.732700","0.505642","0.725161","10000","1.000000","-0.001844","0.000000","0","0.000423"
"Sample 87","B012456/S0137","10","Disordered","","500","100","0.240","true","5118","0.511800","0.721300","0.505923","0.725324","10000","1.000000","-0.001565","0.000000","0","0.000418"
"Sample 88","B016/S128","1","Disordered","","500","100","0.240","true","3580","0.358000","0.443000","0.353929","0.442167","10000","1.000000","-0.001102","0.000000","0","0.000990"
"Sample 88","B016/S128","2","Disordered","","500","100","0.240","true","3621","0.362100","0.449100","0.354521","0.445525","10000","1.000000","-0.000235","0.000000","0","0.000991"
"Sample 88","B016/S128","3","Disordered","","500","100","0.240","true","3547","0.354700","0.449800","0.355312","0.457534","10000","1.000000","0.000341","0.000000","0","0.000491"
"Sample 88","B016/S128","4","Disordered","","500","100","0.240","true","3498","0.349800","0.429500","0.353656","0.440789","10000","1.000000","-0.000086","0.000000","0","0.001304"
"Sample 88","B016/S128","5","Disordered","","500","100","0.240","true","3530","0.353000","0.435300","0.354473","0.447762","10000","1.000000","0.000264","0.000000","0","0.000147"
"Sample 88","B016/S128","6","Disordered","","500","100","0.240","true","3621","0.362100","0.452900","0.354684","0.445017","10000","1.000000","0.000000","0.000000","0","0.000527"
"Sample 88","B016/S128","7","Disordered","","500","100","0.240","true","3548","0.354800","0.442200","0.353955","0.451034","10000","1.000000","-0.000448","0.000000","0","0.000820"
"Sample 88","B016/S128","8","Disordered","","500","100","0.240","true","3585","0.358500","0.449200","0.354605","0.447175","10000","1.000000","0.000000","0.000000","0","0.000204"
"Sample 88","B016/S128","9","Disordered","","500","100","0.240","true","3627","0.362700","0.408500","0.353611","0.438855","10000","1.000000","-0.001344","0.000000","0","0.000368"
"Sample 88","B016/S128","10","Disordered","","500","100","0.240","true","3525","0.352500","0.454400","0.354280","0.444993","10000","1.000000","-0.000053","0.000000","0","0.000013"
"Sample 89","B012348/S2346","1","Periodic","","500","100","0.240","true","324","0.032400","0.991300","0.501421","0.993498","10000","1.000000","-0.007610","0.000200","16","0.012520"
"Sample 89","B012348/S2346","2","Periodic","","500","100","0.240","true","368","0.036800","0.981900","0.502521","0.985798","10000","1.000000","-0.007666","0.000000","16","0.008336"
"Sample 89","B012348/S2346","3","Periodic","","500","100","0.240","true","348","0.034800","0.989700","0.501850","0.992200","10000","1.000000","-0.008108","0.000000","4","0.011434"
"Sample 89","B012348/S2346","4","Periodic","","500","100","0.240","true","292","0.029200","0.994400","0.501000","0.995900","10000","1.000000","-0.008545","0.000000","4","0.017802"
"Sample 89","B012348/S2346","5","Periodic","","500","100","0.240","true","354","0.035400","0.987900","0.502630","0.988540","10000","1.000000","-0.009174","0.000000","20","0.008022"
"Sample 89","B012348/S2346","6","Periodic","","500","100","0.240","true","367","0.036700","0.986100","0.502550","0.987700","10000","1.000000","-0.006430","0.000000","4","0.028709"
"Sample 89","B012348/S2346","7","Periodic","","500","100","0.240","true","311","0.031100","0.990200","0.501717","0.992018","10000","1.000000","-0.007092","0.001199","16","0.018885"
"Sample 89","B012348/S2346","8","Periodic","","500","100","0.240","true","361","0.036100","0.987600","0.502316","0.990112","9900","0.995000","-0.007753","-0.005000","16","0.013717"
"Sample 89","B012348/S2346","9","Periodic","","500","100","0.240","true","330","0.033000","0.990700","0.501750","0.992800","10000","1.000000","-0.007531","0.000000","4","0.011554"
"Sample 89","B012348/S2346","10","Periodic","","500","100","0.240","true","316","0.031600","0.990600","0.501417","0.993218","9900","0.995000","-0.009100","-0.004000","16","0.012280"
"Sample 90","B345678/S012368","1","Disordered","","500","100","0.240","true","6274","0.627400","0.728900","0.627577","0.728756","10000","1.000000","0.004407","0.000000","0","0.000118"
"Sample 90","B345678/S012368","2","Disordered","","500","100","0.240","true","6221","0.622100","0.735000","0.627546","0.727995","10000","1.000000","0.003772","0.000000","0","0.000271"
"Sample 90","B345678/S012368","3","Disordered","","500","100","0.240","true","6297","0.629700","0.734500","0.627531","0.728170","10000","1.000000","0.003763","0.000000","0","0.000572"
"Sample 90","B345678/S012368","4","Disordered","","500","100","0.240","true","6367","0.636700","0.719000","0.627953","0.727658","10000","1.000000","0.003496","0.000000","0","0.000023"
"Sample 90","B345678/S012368","5","Disordered","","500","100","0.240","true","6308","0.630800","0.723600","0.627528","0.728076","10000","1.000000","0.003811","0.000000","0","0.000087"
"Sample 90","B345678/S012368","6","Disordered","","500","100","0.240","true","6319","0.631900","0.722100","0.627837","0.727645","10000","1.000000","0.004427","0.000000","0","0.000617"
"Sample 90","B345678/S012368","7","Disordered","","500","100","0.240","true","6250","0.625000","0.735100","0.627786","0.728196","10000","1.000000","0.004368","0.000000","0","0.000215"
"Sample 90","B345678/S012368","8","Disordered","","500","100","0.240","true","6264","0.626400","0.722000","0.627706","0.728075","10000","1.000000","0.004632","0.000000","0","0.000158"
